region,clan,transect,distance,burn_state,date,time_start,time_end,baboon,buffalo,bushbuck,eland,elephant,giraffe,grants,hartebeest,hippo,impala,oribi,ostrich,reedbuck,thomsons,topi,warthog,waterbuck,wildebeest,zebra,other,banded_mongoose,bb_jackal,be_fox,cheetah,lion,spotted_hyena,ss_jackal,cow,shoat,carcass,comments
Narok,mara.river,R1,4,Never,9/22/2012,4/28/2020 8:43,4/28/2020 8:50,0,0,0,0,0,0,2,0,0,0,0,1,0,3,14,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,9/22/2012,4/28/2020 8:25,4/28/2020 8:35,0,0,0,0,0,0,0,0,0,2,0,0,0,43,92,2,1,2,119,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,9/24/2012,4/28/2020 8:38,4/28/2020 9:01,0,0,0,0,0,0,0,0,0,66,0,0,0,4,72,1,36,0,151,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,9/25/2012,4/28/2020 8:09,4/28/2020 8:43,0,0,0,0,0,0,6,6,0,0,0,0,0,7,41,0,0,22,74,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WLOW,4,Never,9/25/2012,4/28/2020 7:37,4/28/2020 7:56,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,172,13,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,9/26/2012,4/28/2020 7:49,4/28/2020 8:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,182,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,9/26/2012,4/28/2020 7:11,4/28/2020 7:39,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,0,0,12,39,0,0,0,0,0,0,0,0,0,0,0,all tommie (28) were in burn; 10 topi were in burn
Conservancy,happy.zebra,HZT,2,Never,10/1/2012,4/28/2020 8:32,4/28/2020 8:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,164,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,10/2/2012,4/28/2020 8:26,4/28/2020 8:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,10/2/2012,4/28/2020 8:10,4/28/2020 8:19,0,0,0,0,0,0,0,0,0,2,0,2,0,1,39,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,10/2/2012,4/28/2020 7:40,4/28/2020 8:06,0,0,0,0,0,0,0,0,0,53,0,0,0,95,68,8,0,52,18,0,11,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,10/3/2012,4/28/2020 8:32,4/28/2020 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,10/3/2012,4/28/2020 8:59,4/28/2020 9:24,0,0,0,0,0,0,2,0,0,0,0,0,0,59,3,0,0,197,12,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,10/5/2012,4/28/2020 8:33,4/28/2020 9:01,0,0,0,0,0,0,1,0,0,0,0,0,0,29,27,0,0,2,223,0,0,0,0,0,0,0,0,0,0,0,"""2 zebras in burn, all (29) Tommy's in burn, 2 topis in burn, Grant gazelle (1) in burn""; 2 zebras in burn, all (29) Tommy's in burn, 2 topis in burn, Grant gazelle (1) in burn"
Conservancy,serena.n,North,3,Never,10/6/2012,4/28/2020 7:57,4/28/2020 8:16,0,1,0,0,0,0,0,0,0,38,0,0,0,35,8,0,48,0,53,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,10/6/2012,4/28/2020 8:23,4/28/2020 8:41,0,0,0,0,0,0,0,0,0,27,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,10/11/2012,4/28/2020 8:28,4/28/2020 8:35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,1,0,10,223,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,10/11/2012,4/28/2020 7:17,4/28/2020 7:46,0,0,0,0,0,0,0,0,0,2,0,0,0,107,18,6,0,33,9,0,13,0,0,0,0,1,0,0,0,0,
Conservancy,serena.n,North,3,Never,10/15/2012,4/28/2020 7:11,4/28/2020 7:30,12,0,0,0,0,0,0,0,0,52,0,0,0,16,22,0,8,13,36,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,10/15/2012,4/28/2020 7:37,4/28/2020 7:56,0,4,0,0,0,0,0,0,1,12,0,0,0,51,11,0,0,74,6,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,10/16/2012,4/28/2020 8:39,4/28/2020 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,10/16/2012,4/28/2020 7:24,4/28/2020 8:06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6009,100,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,10/17/2012,4/28/2020 8:39,4/28/2020 9:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2404,409,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,10/17/2012,4/28/2020 8:21,4/28/2020 8:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,150,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,10/18/2012,4/28/2020 8:06,4/28/2020 8:19,0,0,0,0,0,0,8,0,0,0,0,0,0,4,6,0,1,0,10,0,11,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,10/18/2012,4/28/2020 8:27,4/28/2020 8:41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,10/19/2012,4/28/2020 8:08,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,674,10,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,10/19/2012,4/28/2020 8:21,4/28/2020 8:35,5,0,0,1,0,0,0,0,0,2,0,1,0,72,7,0,0,901,8,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,10/20/2012,4/28/2020 8:27,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,50,0,0,0,161,22,3,0,82,44,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,10/23/2012,4/28/2020 8:37,4/28/2020 8:59,0,1,0,0,0,0,0,0,0,4,0,0,0,49,76,2,1,14,294,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,10/23/2012,4/28/2020 8:50,4/28/2020 9:06,0,0,0,0,0,0,0,0,0,37,0,0,0,37,5,2,0,14,32,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,11/4/2012,4/28/2020 8:48,4/28/2020 9:00,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,11/4/2012,4/28/2020 8:17,4/28/2020 8:41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,417,173,0,0,0,0,0,0,0,0,0,0,0,"""268 wildebeest in burned area, 149 in unburned; all zebra/topi in unburned area; all tommie in burned area""; 268 wildebeest in burned area, 149 in unburned; all zebra/topi in unburned area; all tommie in burned area"
Narok,talek.w,W3,4,Never,11/4/2012,4/28/2020 7:50,4/28/2020 8:08,0,3,0,0,0,0,0,0,0,3,0,0,0,60,46,0,0,98,22,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,11/5/2012,4/28/2020 8:41,4/28/2020 8:55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,11/5/2012,4/28/2020 8:33,4/28/2020 8:37,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,11/7/2012,4/28/2020 7:50,4/28/2020 8:03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,11/7/2012,4/28/2020 8:11,4/28/2020 8:27,0,1,0,0,0,0,1,0,0,0,0,0,0,66,1,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,11/8/2012,4/28/2020 7:59,4/28/2020 8:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,11/11/2012,4/28/2020 7:48,4/28/2020 8:09,0,0,0,0,0,0,0,0,0,88,0,0,0,16,42,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,We paused this prey census from 0751-0803 in order to identify and record behaviors of the 4 hyenas.
Narok,mara.river,R2,4,Never,11/11/2012,4/28/2020 8:32,4/28/2020 8:45,0,0,0,1,0,0,0,0,0,44,0,0,0,35,109,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""The """"other"""" here is a black rhinoceros!!!!!!"""
Conservancy,serena.n,North,3,Never,11/12/2012,4/28/2020 7:41,4/28/2020 7:51,41,0,0,0,0,0,0,0,0,5,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,11/16/2012,4/28/2020 8:01,4/28/2020 8:14,0,0,0,0,0,0,0,11,0,0,1,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,11/16/2012,4/28/2020 7:51,4/28/2020 7:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,11/17/2012,4/28/2020 6:58,4/28/2020 7:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,90,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,11/17/2012,4/28/2020 8:09,4/28/2020 8:23,0,5,0,0,0,0,0,0,0,1,0,0,0,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,11/17/2012,4/28/2020 7:32,4/28/2020 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,11/18/2012,4/28/2020 7:50,4/28/2020 8:11,0,4,0,0,0,0,0,0,0,4,0,0,0,624,75,4,0,8,43,0,0,1,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,11/19/2012,4/28/2020 6:49,4/28/2020 7:01,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,11/24/2012,4/28/2020 7:52,4/28/2020 8:06,0,0,0,0,0,0,13,0,0,0,0,0,0,63,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,11/24/2012,4/28/2020 8:16,4/28/2020 8:31,0,0,0,0,0,0,10,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,11/26/2012,4/28/2020 7:28,4/28/2020 7:35,0,0,0,0,0,0,3,0,0,0,0,0,0,21,126,0,0,0,132,16,0,3,0,0,0,0,0,0,0,0,"""The """"other"""" here are people, getting down from a balloon ride."""
Narok,mara.river,R2,4,Never,11/26/2012,4/28/2020 7:38,4/28/2020 7:49,0,0,0,0,0,0,0,0,0,90,0,0,0,107,43,11,0,0,12,0,18,0,2,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,12/4/2012,4/28/2020 8:14,4/28/2020 8:25,0,0,0,0,0,5,0,0,0,88,0,0,0,45,27,0,42,0,8,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,12/4/2012,4/28/2020 8:37,4/28/2020 8:50,0,6,0,0,0,0,0,0,0,17,0,0,0,21,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,12/5/2012,4/28/2020 7:39,4/28/2020 7:55,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,2,55,0,0,2,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,12/5/2012,4/28/2020 7:21,4/28/2020 7:35,0,0,0,0,0,0,0,0,0,94,0,0,0,53,179,19,0,15,26,0,0,2,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,12/6/2012,4/28/2020 8:11,4/28/2020 8:24,0,1,0,0,0,0,0,0,0,9,0,0,0,164,23,5,0,1,44,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,12/9/2012,4/28/2020 8:22,4/28/2020 8:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,12/9/2012,4/28/2020 7:23,4/28/2020 7:45,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,1,0,0,187,0,0,0,0,0,0,0,0,0,0,0,all tommie were in burned area
Narok,talek.w,WHIGH,4,Never,12/15/2012,4/28/2020 8:03,4/28/2020 8:27,0,0,0,0,0,0,2,0,0,0,0,0,0,11,17,0,0,2,13,0,0,0,0,2,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,12/15/2012,4/28/2020 8:38,4/28/2020 8:54,0,0,0,0,0,0,5,0,0,0,0,0,0,228,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,12/16/2012,4/28/2020 8:17,4/28/2020 8:31,2,0,0,0,0,0,0,0,0,88,0,0,0,17,3,0,45,0,5,0,16,2,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,12/16/2012,4/28/2020 8:37,4/28/2020 8:51,0,0,0,0,0,1,0,0,0,24,0,0,0,30,5,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,12/17/2012,4/28/2020 8:15,4/28/2020 8:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,12/17/2012,4/28/2020 7:24,4/28/2020 7:46,0,0,0,2,18,0,0,2,0,0,0,0,0,56,8,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,"""Tommies (56 in burned area, 0 in unburned area); eland (2 in burned area, 0 in unburned area); zebra (25 in burned area, 19 in unburned area); all the rest in unburned area""; Tommies (56 in burned area, 0 in unburned area); eland (2 in burned area, 0 in unburned area); zebra (25 in burned area, 19 in unburned area); all the rest in unburned area"
Narok,talek.w,WHIGH,4,Never,12/21/2012,4/28/2020 8:00,4/28/2020 8:13,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,12/21/2012,4/28/2020 8:22,4/28/2020 8:36,0,0,0,0,0,0,10,0,0,1,0,0,0,42,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,12/22/2012,4/28/2020 8:09,4/28/2020 8:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,12/22/2012,4/28/2020 7:57,4/28/2020 8:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,12/22/2012,4/28/2020 7:41,4/28/2020 7:55,0,0,0,0,0,0,0,0,0,30,0,0,0,40,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,1/11/2013,4/28/2020 7:00,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,1/11/2013,4/28/2020 7:31,4/28/2020 7:49,0,0,0,0,0,0,0,0,0,7,0,0,0,64,70,0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,1/14/2013,4/28/2020 7:28,4/28/2020 7:42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,1/14/2013,4/28/2020 7:52,4/28/2020 8:14,0,0,0,38,0,0,2,0,0,0,0,1,0,261,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,1/15/2013,4/28/2020 7:01,4/28/2020 7:12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,1/15/2013,4/28/2020 7:17,4/28/2020 7:34,0,1,0,0,0,0,0,0,0,21,0,0,0,90,43,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,1/15/2013,4/28/2020 7:14,4/28/2020 7:36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Tommie and impala were in the burned area, the topi was not.  We ended this transect at waypoint 4 because the track was too wet.""; Tommie and impala were in the burned area, the topi was not.  We ended this transect at waypoint 4 because the track was too wet."
Conservancy,serena.s,S2,1.47,Never,1/16/2013,4/28/2020 7:54,4/28/2020 8:00,0,0,0,0,0,0,0,0,0,2,0,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,this transect did not get done for the first bimonth because of wet tracks and then car problems
Conservancy,serena.n,North,3,Never,1/17/2013,4/28/2020 7:31,4/28/2020 7:40,0,0,0,0,0,0,0,0,0,30,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,1/22/2013,4/28/2020 7:56,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,3,0,0,0,63,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,1/23/2013,4/28/2020 7:01,4/28/2020 7:13,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the number of buffalo is a rough estimate because they were all running
Conservancy,happy.zebra,SST,5.4,NotBurned,1/23/2013,4/28/2020 7:26,4/28/2020 7:51,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All tommie in the burned area; did not record if hyena was (check transcription for location).
Conservancy,serena.n,RSP,3.22,Never,1/24/2013,4/28/2020 8:42,4/28/2020 8:58,0,7,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,this transect did not get done for the first bimonth because of wet tracks
Narok,talek.w,WHIGH,4,Never,1/25/2013,4/28/2020 8:10,4/28/2020 8:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,1/25/2013,4/28/2020 8:35,4/28/2020 8:53,0,0,0,0,0,0,4,0,0,0,0,0,0,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,1/29/2013,4/28/2020 8:36,4/28/2020 8:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,1/29/2013,4/28/2020 7:51,4/28/2020 8:02,0,0,0,0,0,0,0,0,0,47,0,0,0,26,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,2/1/2013,4/28/2020 7:46,4/28/2020 7:57,0,1,0,0,0,0,0,0,0,1,0,0,0,6,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,2/1/2013,4/28/2020 8:22,4/28/2020 8:28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,2/2/2013,4/28/2020 7:49,4/28/2020 7:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,2/6/2013,4/28/2020 7:54,4/28/2020 8:06,0,0,0,0,0,0,0,0,0,5,0,0,0,57,89,6,7,0,0,0,0,0,0,0,2,0,0,0,0,0,
Narok,mara.river,R2,4,Never,2/6/2013,4/28/2020 8:22,4/28/2020 8:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,2/7/2013,4/28/2020 7:45,4/28/2020 8:01,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,this transect did not get done during the month of january because of wet tracks
Narok,talek.w,W3,4,Never,2/7/2013,4/28/2020 7:46,4/28/2020 7:59,0,4,0,0,0,0,0,0,0,2,0,0,0,57,23,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,2/8/2013,4/28/2020 7:00,4/28/2020 7:29,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,all tommie and topi were in the burned area; elephants and warthog were in the unburned area.
Narok,talek.w,WHIGH,4,Never,2/9/2013,4/28/2020 7:45,4/28/2020 7:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,2/9/2013,4/28/2020 8:05,4/28/2020 8:20,0,0,0,0,0,0,0,0,0,2,0,0,0,85,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,2/10/2013,4/28/2020 8:51,4/28/2020 9:11,0,3,0,0,0,0,0,0,0,21,0,0,0,103,19,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,2/16/2013,4/28/2020 7:11,4/28/2020 7:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,2/16/2013,4/28/2020 8:14,4/28/2020 8:23,0,0,0,0,0,0,0,0,0,40,0,0,0,2,17,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,2/16/2013,4/28/2020 7:54,4/28/2020 7:59,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,2/16/2013,4/28/2020 7:39,4/28/2020 7:50,0,0,0,0,0,0,0,0,0,43,0,0,0,39,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,2/16/2013,4/28/2020 7:43,4/28/2020 8:07,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tommie were in the burned area; topi in unburned area
Narok,talek.w,W3,4,Never,2/16/2013,4/28/2020 7:37,4/28/2020 7:54,0,1,0,0,0,0,0,0,0,75,0,0,0,137,72,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,2/17/2013,4/28/2020 7:59,4/28/2020 8:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,2/22/2013,4/28/2020 8:25,4/28/2020 8:40,0,0,0,0,0,0,0,0,0,4,0,0,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,2/24/2013,4/28/2020 8:33,4/28/2020 8:56,0,0,0,0,0,0,0,0,0,7,0,5,0,24,10,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,2/24/2013,4/28/2020 7:51,4/28/2020 8:14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WLOW,4,Never,2/24/2013,4/28/2020 8:24,4/28/2020 8:43,0,0,0,0,0,0,6,0,0,0,0,0,0,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,3/2/2013,4/28/2020 7:47,4/28/2020 7:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,3/2/2013,4/28/2020 7:37,4/28/2020 7:42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,3/3/2013,4/28/2020 7:56,4/28/2020 8:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,3/3/2013,4/28/2020 7:13,4/28/2020 7:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,warthog in unburned area
Conservancy,serena.n,North,3,Never,3/4/2013,4/28/2020 7:50,4/28/2020 7:58,0,0,0,0,0,0,0,0,0,14,0,0,0,1,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,3/4/2013,4/28/2020 7:41,4/28/2020 8:01,0,0,0,0,0,0,0,0,0,6,0,0,0,44,15,13,0,0,0,0,17,0,0,0,0,1,0,0,0,0,I paused this prey census from 07:42-07:48 in order to ID a hyena.
Narok,mara.river,R2,4,Never,3/4/2013,4/28/2020 8:04,4/28/2020 8:11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"""The 8 """"other"""" are people (balloon crew)."""
Conservancy,serena.n,RSP,3.22,Never,3/4/2013,4/28/2020 8:29,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,3,0,0,0,34,11,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
